Season_Number,Startup_Name,Episode_Number,Pitch_Number,Season_Start,Season_End,Original_Air_Date,Episode_Title,Anchor,Industry,Business_Description,Company_Website,Started_in,Number_of_Presenters,Male_Presenters,Female_Presenters,Transgender_Presenters,Couple_Presenters,Pitchers_Average_Age,Pitchers_City,Pitchers_State,Yearly_Revenue(in_lakhs),Monthly_Sales(in_lakhs),Gross_Margin,Net_Margin,EBITDA,Cash_Burn,SKUs,Has_Patents,Bootstrapped,Original_Ask_Amount,Original_Offered_Equity(in_%),Valuation_Requested(in_lakhs),Received_Offer,Accepted_Offer,Total_Deal_Amount(in_lakhs),Total_Deal_Equity(%),Number_of_Sharks_in_Deal,Namita_Investment_Amount(in lakhs),Vineeta_Investment_Amount(in_lakhs),Anupam_Investment_Amount(in_lakhs),Aman_Investment_Amount(in_lakhs),Peyush_Investment_Amount((in_lakhs),Amit_Investment_Amount(in_lakhs),Ashneer_Investment_Amount,Namita_Present,Vineeta_Present,Anupam_Present,Aman_Present,Peyush_Present,Amit_Present,Ashneer_Present
2,Hoovu,1,153,2023-01-02,2023-03-10,2023-01-02,Entrepreneurship0Ki0Leher0Ek0Baar0Firse,Rahul0Dua,Services,Fresh0Pooja0flowers,https://hoovufresh.com/,,2,,2,,0,Young,Bangalore,Karnataka,,65,,,,,,,,80,1,8000,Yes,Yes,100,2,2,,,,50,50,,,Yes,Yes,Yes,Yes,Yes,,
2,Dorji,1,154,2023-01-02,2023-03-10,2023-01-02,Entrepreneurship0Ki0Leher0Ek0Baar0Firse,Rahul0Dua,Food,Flavors0of0Tea,https://dorjeteas.com/,,2,2,,,0,Young,Darjeeling,West0Bengal,,11,,,,,,,,30,5,600,Yes,Yes,30,15,3,,10,10,,10,,,Yes,Yes,Yes,Yes,Yes,,
2,Recode,1,155,2023-01-02,2023-03-10,2023-01-02,Entrepreneurship0Ki0Leher0Ek0Baar0Firse,Rahul0Dua,Beauty/Fashion,Beauty0&0cosmetics,https://shop.recodestudios.com/,,2,2,,,0,Middle,Ludhiana,Punjab,,,,,,,,,,100,1,10000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,VeryMuchIndian,2,156,2023-01-02,2023-03-10,2023-01-03,A0Bigger0Vision,Rahul0Dua,Beauty/Fashion,Paithani0Handloom0Sarees,https://www.verymuchindian.com/,2018,2,1,1,,1,Middle,Pune,Maharashtra,150,,35,,,,,,,50,3,1667,Yes,Yes,50,10,2,25,,,25,,,,Yes,Yes,Yes,Yes,Yes,,
2,WatchoutWearables,2,157,2023-01-02,2023-03-10,2023-01-03,A0Bigger0Vision,Rahul0Dua,Electronics,Smart0watches,https://www.watchoutwearables.com/,2021,2,2,,,0,Young,Thane,Maharashtra,,25,,,,,,,,200,5,4000,Yes,Yes,100,10,2,,50,50,,,,,Yes,Yes,Yes,Yes,Yes,,
2,SoupX,2,158,2023-01-02,2023-03-10,2023-01-03,A0Bigger0Vision,Rahul0Dua,Food,Soup0based0meals,https://www.soupx.in/,,2,2,,,0,Young,Delhi,Delhi,,,45,,,yes,,,,75,6,1250,Yes,Yes,50,18,1,,50,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,ATMOSPHERE,3,159,2023-01-02,2023-03-10,2023-01-04,Thrilling0and0Thunderous0Pitches,Rahul0Dua,Food,Varieties0of0kombucha,https://atmospherestudio.in/,,2,,2,,0,Young,Delhi,Delhi,,,,,,,,,,75,3,2500,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Stage,3,160,2023-01-02,2023-03-10,2023-01-04,Thrilling0and0Thunderous0Pitches,Rahul0Dua,Entertainment,Web0series0and0movies0in0Indian0languages,https://www.stage.in/,,3,3,,,0,Young,"Bhiwani,Barnagar","Haryana,Madhya0Pradesh",,,,,,,,,,300,1,30000,Yes,Yes,150,0.6,3,50,,,50,50,,,Yes,Yes,Yes,Yes,Yes,,
2,Girgit,3,161,2023-01-02,2023-03-10,2023-01-04,Thrilling0and0Thunderous0Pitches,Rahul0Dua,Beauty/Fashion,color-changing0clothing0products,https://www.girgitstore.com/,,2,1,1,,1,Young,Mumbai,Maharashtra,,,,,,,,,,20,10,200,Yes,Yes,20,20,1,20,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,GearHeadMotors,4,162,2023-01-02,2023-03-10,2023-01-05,Ideas0Meets0Opportunity,Rahul0Dua,Vehicles/Electrical0Vehicles,Electric0vehicles0bikes,https://www.ghmev.com/,,2,2,,,0,Young,Hyderabad,Telangana,,,,,,,,,,75,2,3750,Yes,Yes,100,6.67,2,,,,50,50,,,Yes,Yes,Yes,Yes,Yes,,
2,PatilKaki,4,163,2023-01-02,2023-03-10,2023-01-05,Ideas0Meets0Opportunity,Rahul0Dua,Food,Homemade0snacks,https://patilkaki.com/,2020,3,2,1,,0,Young,Mumbai,Maharashtra,,,,,,,,,,40,2.5,1600,Yes,Yes,40,4,2,,,20,,20,,,Yes,Yes,Yes,Yes,Yes,,
2,Brandsdaddy,4,164,2023-01-02,2023-03-10,2023-01-05,Ideas0Meets0Opportunity,Rahul0Dua,Manufacturing,Auto0Fire0Extinguisher,https://www.brandsdaddy.com/,,2,1,1,,1,Middle,Mumbai,Maharashtra,,12,60,,,,,,,70,5,1400,Yes,Yes,35,5,1,35,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Winston,5,165,2023-01-02,2023-03-10,2023-01-06,Investing0in0the0Future0of0India,Rahul0Dua,Beauty/Fashion,Techno0beauty0products0at0home,https://winstonindia.com/,,2,1,1,,1,Middle,Faridabad,Haryana,,46,,,,,,,,100,4,2500,Yes,Yes,100,10,2,,50,50,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Flatheads,5,166,2023-01-02,2023-03-10,2023-01-06,Investing0in0the0Future0of0India,Rahul0Dua,Beauty/Fashion,Shoes0Sneakers0Loafers,https://www.flatheads.in/,2019,1,1,,,0,Middle,Bangalore,Karnataka,,,,,,yes,,,,75,3,2500,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,OrganicSmokes,5,167,2023-01-02,2023-03-10,2023-01-06,Investing0in0the0Future0of0India,Rahul0Dua,Beauty/Fashion,Organic0Cigarettes0Cigarillos0Smokes,https://www.meaame.com/,,3,3,,,0,Middle,Delhi,Delhi,,40,,,,,,,,100,1,10000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,TeaFit,6,168,2023-01-02,2023-03-10,2023-01-09,Determined0Entrepreneurs,Rahul0Dua,Liquor/Beverages,Refreshing0beverages,http://tea.fit/,,3,2,1,,0,Young,Mumbai,Maharashtra,,,,,,,,,,50,3,1666.666667,Yes,Yes,50,8,4,,12.5,12.5,12.5,12.5,,,Yes,Yes,Yes,Yes,Yes,,
2,Haqdarshak,6,169,2023-01-02,2023-03-10,2023-01-09,Determined0Entrepreneurs,Rahul0Dua,Services,Platform0to0know0about0welfare0schemes0for0MSMEs,https://haqdarshak.com/,,2,1,1,,0,Middle,Shimla,Himachal0Pradesh,,,,,,,,,,100,0.5,20000,Yes,Yes,100,2,3,33.33,,,33.33,33.33,,,Yes,Yes,Yes,Yes,Yes,,
2,Bhaskar'sPuranpoliGhar,6,170,2023-01-02,2023-03-10,2023-01-09,Determined0Entrepreneurs,Rahul0Dua,Food,Varieties0of0Puranpoli0snacks,http://bhaskarspuranpolighar.in/,,3,3,,,0,Middle,Thane,Maharashtra,,,,,,,,,,75,1,7500,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,GunjanAppsStudios,7,171,2023-01-02,2023-03-10,2023-01-10,Shaandar0Businesses,Rahul0Dua,Technology/Software,CHILDREN'S0PLAYFUL0LEARNING0PARTNER,https://gunjanappstudios.com/,,2,1,1,,1,Middle,Kolkata,West0Bengal,2400,,,,,,,,,250,1,25000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,TheSimplySalad,7,172,2023-01-02,2023-03-10,2023-01-10,Shaandar0Businesses,Rahul0Dua,Food,Freshly0chopped0salads,https://simplysalad.com/,,2,1,1,,0,Young,Ahmedabad,Gujarat,,,,,,,,,,30,10,300,Yes,Yes,30,10,2,,15,,15,,,,Yes,Yes,Yes,Yes,Yes,,
2,AyuSynk,7,173,2023-01-02,2023-03-10,2023-01-10,Shaandar0Businesses,Rahul0Dua,Medical/Health,Digital0Stethoscopes,https://www.ayudevices.com/,,3,3,,,0,Middle,Mumbai,Maharashtra,,,,,,,,,,100,1.5,6666.666667,Yes,Yes,50,3.5,1,50,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,AtypicalAdvantage,8,174,2023-01-02,2023-03-10,2023-01-11,Investment0with0Intent,Rahul0Dua,Technology/Software,Platform0for0persons0with0disabilities,https://atypicaladvantage.in/,,1,1,,,0,Middle,Jamshedpur,Jharkhand,,,,,,,,,,30,1,3000,Yes,Yes,30,3,2,15,,,15,,,,Yes,Yes,Yes,Yes,Yes,,
2,HouseOfChikankari,8,175,2023-01-02,2023-03-10,2023-01-11,Investment0with0Intent,Rahul0Dua,Beauty/Fashion,HANDMADE0BY0ARTISANS0OF0LUCKNOW,https://www.houseofchikankari.in/,2020,2,,2,,0,Middle,Delhi,Delhi,,,,,,,,,,75,1,7500,Yes,Yes,75,3.75,2,,,,37.5,37.5,,,Yes,Yes,Yes,Yes,Yes,,
2,MagicOfMemories,8,176,2023-01-02,2023-03-10,2023-01-11,Investment0with0Intent,Rahul0Dua,Beauty/Fashion,DNA0Jewllery,https://www.themagicofmemories.com/,,1,,1,,0,Middle,Delhi,Delhi,,,,,,,,,,25,5,500,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Paradyes,9,177,2023-01-02,2023-03-10,2023-01-12,Invest0In0Lifestyle,Rahul0Dua,Beauty/Fashion,Semi0Permanent0Hair0Color,https://www.birdsofparadyes.com/,2020,2,1,1,,1,Young,Ahmedabad,Gujarat,350,,,,,,,,,65,1,6500,Yes,Yes,65,2,2,,32.5,,32.5,,,,Yes,Yes,Yes,Yes,Yes,,
2,Nestroots,9,178,2023-01-02,2023-03-10,2023-01-12,Invest0In0Lifestyle,Rahul0Dua,Furnishing/Household,"House0of0design,0aesthetics0and0elegance",https://www.nestroots.com/,,1,,1,,0,Middle,Delhi,Delhi,,,,,,,,,,50,1,5000,Yes,Yes,50,2,1,50,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Zillionaire,10,179,2023-01-02,2023-03-10,2023-01-13,Zillionaire0Banne0Ki0Chah,Rahul0Dua,Beauty/Fashion,Unique0styles0of0stones0and0jewels,https://zillionaireindia.com/,,2,2,,,0,Young,Jaipur,Rajasthan,100,,,,,,,,,50,3.3,1515.151515,Yes,Yes,100,10,1,,,100,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Credmate,10,180,2023-01-02,2023-03-10,2023-01-13,Zillionaire0Banne0Ki0Chah,Rahul0Dua,Technology/Software,Platform0for0credit0score,https://credmate.in/,,2,2,,,0,Middle,Ludhiana,Punjab,,130,,,,,,,,50,5,1000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Freebowler,10,181,2023-01-02,2023-03-10,2023-01-13,Zillionaire0Banne0Ki0Chah,Rahul0Dua,Sports,Non-Electric0&0Portable0Bowling0Machines,https://freebowler.com/,,2,2,,,0,Middle,Bangalore,Karnataka,,,,,,,,,,75,7.5,1000,Yes,Yes,25,7.5,1,25,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,ABCSports&Fitness,11,182,2023-01-02,2023-03-10,2023-01-16,Investing0The0Right0Way,Rahul0Dua,Sports,Sports0training0institute,https://www.abcfitnessfirm.com/,,2,2,,,0,Middle,Pune,Maharashtra,,,,,,,,,,40,2,2000,Yes,Yes,40,10,1,,,,,40,,,Yes,Yes,Yes,Yes,Yes,,
2,Primebook,11,183,2023-01-02,2023-03-10,2023-01-16,Investing0The0Right0Way,Rahul0Dua,Technology/Software,Android0Apps0on0Windows0laptops,https://www.primebook.in/,,4,4,,,0,Middle,Delhi,Delhi,,,,,,,,,,75,1.5,5000,Yes,Yes,75,3,2,,,,37.5,37.5,,,Yes,Yes,Yes,Yes,Yes,,
2,DailyDump,11,184,2023-01-02,2023-03-10,2023-01-16,Investing0The0Right0Way,Rahul0Dua,Manufacturing,Compost0Bins,https://www.dailydump.org/,2006,2,1,1,,0,Middle,Bangalore,Karnataka,,,,,,,,,,80,4,2000,Yes,Yes,30,4,1,30,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,GharSoaps,12,185,2023-01-02,2023-03-10,2023-01-17,Pitchers0Ki0Undying0Spirit,Rahul0Dua,Beauty/Fashion,Pure0Organic0Soaps,https://www.gharsoaps.shop/,,2,2,,,0,Middle,Pune,Maharashtra,,,,,,,,,,60,2,3000,Yes,Yes,60,4,1,,,,60,,,,Yes,,Yes,Yes,Yes,Yes,
2,Janitri,12,186,2023-01-02,2023-03-10,2023-01-17,Pitchers0Ki0Undying0Spirit,Rahul0Dua,Medical/Health,Pregnancy0Monitoring0systems,https://www.janitri.in/,2021,1,1,,,0,Middle,Alwar,Rajasthan,,,,,,,,,,100,2.5,4000,Yes,Yes,100,2.5,1,100,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,JaipurWatchCompany,12,187,2023-01-02,2023-03-10,2023-01-17,Pitchers0Ki0Undying0Spirit,Rahul0Dua,Manufacturing,Made0in0India0Imperial0Automatic0Watches,https://jaipur.watch/,,1,1,,,0,Middle,Jaipur,Rajasthan,,,75,,,,,,,50,2,2500,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,InsideFPV,13,188,2023-01-02,2023-03-10,2023-01-18,Up0And0Coming0Business0Ideas,Rahul0Dua,Manufacturing,Plug0and0Fly0Drones,https://www.insidefpv.com/,,3,2,1,,0,Young,Surat,Gujarat,,,,,,,,,,75,4,1875,Yes,Yes,75,15,4,18.75,,,18.75,18.75,18.75,,Yes,,Yes,Yes,Yes,Yes,
2,Angrakhaa,13,189,2023-01-02,2023-03-10,2023-01-18,Up0And0Coming0Business0Ideas,Rahul0Dua,Beauty/Fashion,Contemporary0Indian0clothing,https://www.angrakhaa.com/,,2,,2,,0,Young,Delhi,Delhi,,,,,,,,,,40,5,800,Yes,Yes,40,20,1,,,,,,40,,Yes,,Yes,Yes,Yes,Yes,
2,Diabexy,13,190,2023-01-02,2023-03-10,2023-01-18,Up0And0Coming0Business0Ideas,Rahul0Dua,Food,Diabetes0Friendly0Food0Products,https://diabexy.com/,2016,2,1,1,,1,Middle,Gurgaon,Haryana,,100,,,,,,,,150,1,15000,Yes,No,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,Kyari,14,191,2023-01-02,2023-03-10,2023-01-19,Investment0Worthy0Ideas,Rahul0Dua,Manufacturing,Smart0stick0Guardian,https://kyari.in/,2018,2,1,1,,0,Young,Ghaziabad,Uttar0Pradesh,,10,,,,,,,,51,1,5100,Yes,Yes,51,6,2,,,25.5,,25.5,,,Yes,,Yes,Yes,Yes,Yes,
2,MoppFoods,14,192,2023-01-02,2023-03-10,2023-01-19,Investment0Worthy0Ideas,Rahul0Dua,Food,Mad0over0Parathas0Pakodas,https://moppfoods.com/,,2,1,1,,1,Middle,Delhi,Delhi,,,,,,,,,,75,2.25,3333.333333,Yes,Yes,75,5,1,,,,,,75,,Yes,,Yes,Yes,Yes,Yes,
2,Econiture,14,193,2023-01-02,2023-03-10,2023-01-19,Investment0Worthy0Ideas,Rahul0Dua,Furnishing/Household,Furniture0from0plastic0waste,https://www.econiture.com/,,4,4,,,0,Middle,Amaravati,Maharashtra,,,,,,,,,,50,8,625,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,Dobiee,15,194,2023-01-02,2023-03-10,2023-01-20,Changing0The0Face0Of0Indian0Entrepreneurship,Rahul0Dua,Food,CANDIES0MUSKIEE0TOYS,https://www.dobiee.com/,2021,2,2,,,0,Middle,Shinde,Maharashtra,,32,23,,,,,,,72,2,3600,Yes,Yes,72,6.5,1,,,,,,72,,Yes,,Yes,Yes,Yes,Yes,
2,FastBeetle,15,195,2023-01-02,2023-03-10,2023-01-20,Changing0The0Face0Of0Indian0Entrepreneurship,Rahul0Dua,Services,Local0courier0and0parcel0service,https://www.fastbeetle.com/,2019,2,2,,,0,Young,Srinagar,Jammu0&0Kashmir,,25,54,,,yes,,,,90,3,3000,Yes,Yes,90,7.5,2,,,,45,45,,,Yes,,Yes,Yes,Yes,Yes,
2,Pflow,15,196,2023-01-02,2023-03-10,2023-01-20,Changing0The0Face0Of0Indian0Entrepreneurship,Rahul0Dua,Medical/Health,Disposable0uroflowmetry0system,https://tejnaksh.com/our-domains/healthcare-equipment/p-flow/,2021,2,1,1,,1,Middle,Dhule,Maharashtra,,,80,,,,,,,60,1,6000,Yes,Yes,60,6,2,30,,,,,30,,Yes,,Yes,Yes,Yes,Yes,
2,VSMani,16,197,2023-01-02,2023-03-10,2023-01-23,Pitchers0Ki0Taiyyari,Rahul0Dua,Food,Coffee0and0snacks,https://vsmani.com/,2020,3,3,,,0,Middle,Bangalore,Karnataka,,63,,,,yes,,,,60,1.5,4000,Yes,Yes,19,1,1,19,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,Sepal,16,198,2023-01-02,2023-03-10,2023-01-23,Pitchers0Ki0Taiyyari,Rahul0Dua,Manufacturing,Bike0Accessories,https://sepal.in/,,2,2,,,0,Middle,Hyderabad,Telangana,,,37,,,,,,,50,1,5000,Yes,Yes,50,2,1,,,,,50,,,Yes,,Yes,Yes,Yes,Yes,
2,Solinas,16,199,2023-01-02,2023-03-10,2023-01-23,Pitchers0Ki0Taiyyari,Rahul0Dua,Services,"Products0organise0the0management0of0pipelines,manholes0and0septic0tanks",https://solinas.in/,2020,4,3,1,,0,Middle,Chennai,Tamil0Nadu,120,,,,,,,,,90,2,4500,Yes,Yes,90,3,2,,,45,,45,,,Yes,,Yes,Yes,Yes,Yes,
2,AvimeeHerbal,17,200,2023-01-02,2023-03-10,2023-01-24,Innovation0Hardwork0And0Diligence,Rahul0Dua,Beauty/Fashion,Ayurveda0hair0skin0products,https://avimeeherbal.com/,2021,5,3,2,,1,Middle,Surat,Gujarat,,165,69,,,,,,,280,0.5,56000,Yes,No,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,eyenic,17,201,2023-01-02,2023-03-10,2023-01-24,Innovation0Hardwork0And0Diligence,Rahul0Dua,Beauty/Fashion,Eyewear,https://eyenic.in/,2017,2,2,,,0,Middle,Delhi,Delhi,,15,45,21,,,,,,75,6,1250,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,ekatra,17,202,2023-01-02,2023-03-10,2023-01-24,Innovation0Hardwork0And0Diligence,Rahul0Dua,Furnishing/Household,Handmade0paper0goods,https://ekatrahandmade.com/,2019,2,,2,,0,Middle,Kota,Rajasthan,,5,80,28,,,,,,40,10,400,Yes,Yes,20,20,2,,,,,10,10,,Yes,,Yes,Yes,Yes,Yes,
2,Raasa,18,203,2023-01-02,2023-03-10,2023-01-25,Business0Ideas0With0Potential,Rahul0Dua,Food,Food0karts,,2022,1,1,,,0,Middle,Delhi,Delhi,,,,,,,,,,50,5,1000,Yes,Yes,50,25,1,,,50,,,,,Yes,,Yes,Yes,Yes,Yes,
2,NeoMotion,18,204,2023-01-02,2023-03-10,2023-01-25,Business0Ideas0With0Potential,Rahul0Dua,Manufacturing,Wheelchairs,https://www.neomotion.in/,2020,3,3,,,0,Middle,Chennai,Tamil0Nadu,470,,,,,,,,,100,1,10000,Yes,Yes,100,1,1,,,,,100,,,Yes,,Yes,Yes,Yes,Yes,
2,licksters,18,205,2023-01-02,2023-03-10,2023-01-25,Business0Ideas0With0Potential,Rahul0Dua,Food,Icecreams0ice-pops,https://www.licksters.com/,,2,1,1,,1,Middle,Nagpur,Maharashtra,86,14,,,,,,,,50,5,1000,Yes,Yes,25,5,1,,,,,,25,,Yes,,Yes,Yes,Yes,Yes,
2,Sayonara,18,206,2023-01-02,2023-03-10,2023-01-25,Business0Ideas0With0Potential,Rahul0Dua,Beauty/Fashion,Petticoat,,,1,1,,,0,Middle,Kolkata,West0Bengal,0,,,,,,,yes,,100,1,10000,No,,,,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,
2,PMV,19,207,2023-01-02,2023-03-10,2023-01-26,Building0Brands0For0India,Rahul0Dua,Vehicles/Electrical0Vehicles,Personal0Mobility0Vehicle,https://pmvelectric.com/,2018,1,1,,,0,Middle,Mumbai,Maharashtra,0,,,,,,,,,100,1,10000,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,SpiceStory,19,208,2023-01-02,2023-03-10,2023-01-26,Building0Brands0For0India,Rahul0Dua,Food,Indian0Sauces0Chutneys,https://spice-story.in/,2019,3,2,1,,0,Middle,Mumbai,Maharashtra,410,57,,,,,,,,70,2,3500,Yes,Yes,70,5,1,70,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Bullspree,19,209,2023-01-02,2023-03-10,2023-01-26,Building0Brands0For0India,Rahul0Dua,Technology/Software,App0to0learn0stock0market0basics,https://bullspree.com/,,3,3,,,0,Middle,Ahmedabad,Gujarat,,,,,,yes,,,,75,1.5,5000,Yes,Yes,75,2.86,2,,,,37.5,37.5,,,Yes,Yes,Yes,Yes,Yes,,
2,Snitch,20,210,2023-01-02,2023-03-10,2023-01-27,Nurturing0Indian0Entrepreneurs,Rahul0Dua,Beauty/Fashion,Menswear,https://www.snitch.co.in/,2020,1,1,,,0,Middle,Bangalore,Karnataka,,,,,,,,,,150,0.5,30000,Yes,Yes,150,1.5,5,30,30,30,30,30,,,Yes,Yes,Yes,Yes,Yes,,
2,Portl,20,211,2023-01-02,2023-03-10,2023-01-27,Nurturing0Indian0Entrepreneurs,Rahul0Dua,Services,Portl0studio0gym,https://portl.co/,,3,3,,,0,Middle,Hyderabad,Telangana,,,45,,,,,,,150,1,15000,Yes,Yes,150,2.5,3,50,,,50,50,,,Yes,Yes,Yes,Yes,Yes,,
2,FatToSlim,20,212,2023-01-02,2023-03-10,2023-01-27,Nurturing0Indian0Entrepreneurs,Rahul0Dua,Beauty/Fashion,Diet0Plan0Weight0Loss,http://fattoslimbangalore.com/,,1,,1,,0,Middle,Bangalore,Karnataka,,14,,,,,,,,20,1,2000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,CheeseCake&Co.,21,213,2023-01-02,2023-03-10,2023-01-30,Adhbhut0Aur0Anokhe0Entrepreneurs,Rahul0Dua,Food,Cakes0Slices,https://cheesecakeco.in/,2018,2,1,1,,1,Middle,Delhi,Delhi,,194,,,,,,,,100,2,5000,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Dabble,21,214,2023-01-02,2023-03-10,2023-01-30,Adhbhut0Aur0Anokhe0Entrepreneurs,Rahul0Dua,Manufacturing,Paints0Crayons0Brushes,https://dabbleplayart.com/,,2,,2,,0,Middle,Bangalore,Karnataka,33,8.7,75,,,,,,,50,10,500,Yes,Yes,15,10,1,,,,15,,,,Yes,Yes,Yes,Yes,Yes,,
2,CloudTailor,21,215,2023-01-02,2023-03-10,2023-01-30,Adhbhut0Aur0Anokhe0Entrepreneurs,Rahul0Dua,Services,Custom0tailor0online,https://www.cloudtailor.com/,,3,2,1,,1,Middle,"Bangalore,Hyderabad","Karnataka,Telangana",,34,,,,yes,,,,100,1.4,7142.857143,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,BeUnic,21,216,2023-01-02,2023-03-10,2023-01-30,Adhbhut0Aur0Anokhe0Entrepreneurs,Rahul0Dua,Services,Platform0for0LGBTQ+0creators0and0entrepreneurs,https://beunic.in/,,3,1,1,1,0,Middle,Noida,Uttar0Pradesh,50,6,,,,,,,,100,10,1000,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Broomees,22,217,2023-01-02,2023-03-10,2023-01-31,Making0Big0Businesses,Rahul0Dua,Services,Helpers0homemakers0for0your0home,https://broomees.com/,,3,2,1,,0,Middle,Delhi,Delhi,,,,,,,,,,80,2,4000,Yes,Yes,100,3,3,33.33,,,33.33,33.33,,,Yes,Yes,Yes,Yes,Yes,,
2,Ravel,22,218,2023-01-02,2023-03-10,2023-01-31,Making0Big0Businesses,Rahul0Dua,Beauty/Fashion,Custom0Hair0Products,https://www.ravelcare.com/,2021,1,1,,,0,Middle,Amaravati,Maharashtra,,40,,,,,,,,75,2.5,3000,Yes,Yes,75,10,1,,,75,,,,,Yes,Yes,Yes,Yes,Yes,,
2,HoneyVeda,22,219,2023-01-02,2023-03-10,2023-01-31,Making0Big0Businesses,Rahul0Dua,Food,Honey0in0natural0nutritious0form,https://www.honeyveda.in/,,2,2,,,0,Middle,Ahmedabad,Gujarat,53,,20,,,,,,,75,7.5,1000,Yes,Yes,50,20,2,,25,25,,,,,Yes,Yes,Yes,Yes,Yes,,
2,PadCare,23,220,2023-01-02,2023-03-10,2023-02-01,Changing0The0World,Rahul0Dua,Manufacturing,Menstrual0hygiene0disposal0solution,https://www.padcarelabs.com/,,1,1,,,0,Young,Pune,Maharashtra,,14,,,,yes,,,,50,2,2500,Yes,Yes,100,4,4,25,25,25,,25,,,Yes,Yes,Yes,Yes,Yes,,
2,SwadeshiBlessings,23,221,2023-01-02,2023-03-10,2023-02-01,Changing0The0World,Rahul0Dua,Furnishing/Household,Clay0utensils0and0cookwares,https://www.swadeshiblessings.in/,2020,3,1,2,,0,Middle,Udaipur,Rajasthan,120,28,60,,,,,,,50,5,1000,Yes,Yes,25,5,2,12.5,12.5,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,OLL,23,222,2023-01-02,2023-03-10,2023-02-01,Changing0The0World,Rahul0Dua,Technology/Software,Online0Live0Learning0Skill0development0classes,https://www.oll.co/,,1,1,,,0,Young,Mumbai,Maharashtra,,,,,,,,,,30,2,1500,Yes,Yes,30,5,2,,15,,,15,,,Yes,Yes,Yes,Yes,Yes,,
2,Febris,23,223,2023-01-02,2023-03-10,2023-02-01,Changing0The0World,Rahul0Dua,Medical/Health,"Scrubs,0Lab0Coats0&0Medical0Apparel",https://www.febris.in/,,2,2,,,0,Middle,Ferozepur,Punjab,110,12,,20,,,,,,100,2.5,4000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Geeani,24,224,2023-01-02,2023-03-10,2023-02-02,India0Ke0Incredible0Entrepreneurs,Rahul0Dua,Vehicles/Electrical0Vehicles,Smallest0EV0tractor,,,3,2,1,,0,Middle,Ahmedabad,Gujarat,,,,,,,,,,75,7.5,1000,Yes,Yes,100,10,3,,33.33,33.33,33.33,,,,Yes,Yes,Yes,Yes,,Yes,
2,Amore,24,225,2023-01-02,2023-03-10,2023-02-02,India0Ke0Incredible0Entrepreneurs,Rahul0Dua,Food,Gelato0Ice0Cream0Online,https://www.amoregelato.com/,,2,2,,,0,Middle,"Hyderabad,Mumbai","Telangana,Maharashtra",,,,,,,,,,75,4,1875,Yes,Yes,75,7.5,1,,,75,,,,,Yes,Yes,Yes,Yes,,Yes,
2,LeafyAffair,24,226,2023-01-02,2023-03-10,2023-02-02,India0Ke0Incredible0Entrepreneurs,Rahul0Dua,Beauty/Fashion,Botanical0Jewellery,https://leafyaffair.com/,,1,1,,,0,Middle,Bangalore,Karnataka,110,21,80,,,,,,,50,2.5,2000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
